maxint,meanint,maxf1,meanf1,maxf2,meanf2,maxf0,jitter,shimmer,hnr,dx
83.92397947246903,71.58176513296846,2226.932390124277,773.8668829603519,3967.1723324349045,1801.6519252692144,514.7375007965146,0.007614604037793163,0.11760763530119418,10.440155185724441,0
86.1297071207297,72.52619300940238,2930.52973010279,1246.5131623479483,4107.2367348924245,2422.4374510661687,604.7026412923015,0.009553045151637931,0.20411060870059802,5.20170845546053,0
78.9606320759286,66.72078191428201,2622.938312051847,822.5878773522485,4120.452015526387,1957.9316441341437,593.5412496814791,0.01362117527361187,0.12973271134575234,7.845682784698804,0
83.50135851323925,74.09403288787301,2850.875479613872,696.6284952350377,4132.153166891906,1916.040737258002,588.665704798687,0.01029036274008814,0.08904498866031561,11.337814394110387,0
83.84476462237565,74.40386782093853,2978.9752572983093,759.6180404145752,3880.324436032425,2116.4832965675105,592.2190328739421,0.007171588627461627,0.14609609728784095,3.8694664948380932,0
82.42799888802436,71.54026619968985,2799.458702085996,681.8900588821101,3937.6398478762285,1941.2654706969795,170.37775456388874,0.015605842914278962,0.13109459260294923,6.370570598538694,0
80.53393502808582,68.47540191305197,3090.5899528896957,664.5407309699932,4210.227531547617,1879.9232082587819,598.188224010869,0.009238697139053446,0.13986517974939924,8.491898742453506,0
81.5963764140276,65.13914367367369,2497.602056579923,871.5125091308997,3333.2167070990267,2066.591151520334,592.2306994577692,0.014209877048975994,0.14657904110868664,4.266313758749456,0
81.61349501880484,69.46899929364474,2270.371069911398,734.6655876782276,3458.732116229722,1926.2591185793867,473.5384345478231,0.006938344941449726,0.10724967044300204,10.066739451806756,0
81.08561542623816,68.84755461969951,2906.479773830976,844.3414165973749,4194.1051723850205,1979.367369326982,163.9345663431264,0.017500066961769624,0.15303268703888656,5.362399596044299,0
86.26749506525165,77.50263626052501,2381.6148083583007,815.2527454688964,3468.5660076249433,1927.7620671835282,573.0556303465326,0.01882638714429063,0.13212991565885157,5.6960808664948015,0
84.62563795630301,71.67425138850399,2423.825452433858,621.5488740494715,3850.4791107271594,1919.9401791904547,577.1030462528283,0.007353938868803949,0.12214825578132828,11.788941330569223,0
83.05007222040662,69.7735481572715,2314.3210670438875,599.1277272720838,3713.7973996259902,1839.3219058347652,535.3103572612198,0.006153943980050956,0.15054257920682795,10.594715318449362,0
81.79540025952,71.36301057025227,3241.726686618614,832.7193751808462,4187.7343224988235,2070.914246765802,598.4641102904187,0.02076072969968915,0.14676778831130952,5.544251250907517,0
81.77914258624556,69.59153081457153,3014.879989450848,773.5643948187131,3789.6654959525054,2019.2220222626713,273.1014340848271,0.006951512622340501,0.08952282391800935,11.895656454808647,0
80.96407989802748,67.19532108845372,3059.7531620178684,1248.078963840838,4100.50979214107,2394.236202667278,546.2425329408927,0.017699042062770166,0.13596797676934863,3.0239613371950456,0
83.10714905108979,71.62101578031367,3014.8349325016875,868.4997068463592,3756.5794081166773,2040.3020662552406,546.1096333846964,0.006902481596674428,0.10700198273602055,7.8627299441169285,0
80.90279159876354,70.39352326252073,2666.3601963903875,706.546090038573,3634.20483915683,1916.3915414682604,439.4644424104502,0.008792232579249474,0.10988902110662317,7.192017361862118,0
80.14365198049968,67.03946581727539,2885.6869555860894,842.735780577814,3989.064358957759,2031.1463565305294,593.6805539593808,0.015156320784973159,0.14033032694525627,9.54745880508278,0
83.48628928240984,72.42685878724929,2660.817066305497,624.211987307399,4023.9606598875316,1793.2855858510934,578.1083755374041,0.015480060403820392,0.13765259770042354,9.514304894771074,0
79.56033769129523,67.92785063263787,2932.1006485002113,899.2690953106363,4012.215526637024,2110.1047443939206,582.544745921683,0.010920015362155495,0.10324555321205357,6.941801974540378,1
81.72147518354942,66.14613576819455,2201.5097825252183,738.4926647355319,3386.2449359380207,1789.6816169498604,599.2805817015421,0.008906213818685444,0.12749624825691658,6.483011607964385,1
83.75307974221707,70.76075867514804,2632.772721151944,906.2255393451986,3825.1942885029125,2001.740829363757,584.7985992339543,0.011480316226700479,0.12292624958757277,6.9657906876111095,1
84.05100361502812,67.52287272723473,3029.111042184184,826.737221832819,3411.313528095486,2100.3484105845987,597.0562754458572,0.008820598223434784,0.14481423976761962,9.899756030343324,1
84.92693146613145,71.22448040885507,3182.8678647869388,693.5207115404581,3810.3716925509066,1991.6811362872575,599.947819953101,0.01045424372315989,0.13276163102681918,10.468186490606252,1
82.96398802770726,70.76102470863539,2515.8816014398662,754.7810778262953,3979.453549119985,2031.4458624526835,589.3263950460441,0.005614181607479945,0.13472121810442916,8.933214450298893,1
85.67293337843822,65.60709649032746,2336.6955332043904,733.7105051194477,3339.0560013727963,1837.2055552406002,174.41081183922978,0.008818045450097402,0.10162438860821185,11.61344797011642,1
79.8499973991117,69.16363708566573,2734.4007668703307,837.7047653412614,3473.2780294499603,1992.3042993247784,597.3588803638038,0.008059287413756403,0.13518502412321567,6.420692745600652,1
81.14449613165084,66.8978890857645,2917.2376156141017,819.5690492548077,4020.504061112456,2011.4258224278685,507.7219554676044,0.010002781157006788,0.13996011411575418,6.568366254874941,1
84.74872907149094,73.24267381442539,2710.145377215577,973.220610948292,3978.102058047745,2154.362394237885,584.6641591267278,0.00609888244752989,0.09040437543808416,8.142336982804975,1
85.28972972613411,69.46094762310304,2784.6424923450027,791.1269203770416,3980.89228804536,2045.5039170047635,604.9185806355246,0.00719165980070303,0.09684490910913222,9.42709142233086,1
84.60451659411244,74.19794698323648,2509.2536249980812,803.8274259896307,4114.0577587262005,1987.795762856702,179.93191312404483,0.011162519668637334,0.13084897010085558,9.624392509376627,1
84.01204500485528,72.79338368651108,3021.187920593136,685.9738383681312,3904.414328644374,1928.0895848044688,597.9925184625334,0.013856251487708181,0.1522752598417984,7.6157652638588065,1
81.66585190323276,70.75573885738726,3060.7068460377914,711.4154339830535,4044.4577873304434,1985.2626956114789,564.7946977710978,0.008571413033318839,0.11746454496282849,8.788925482765723,1
81.34611488068067,68.07333257536439,3304.761610894354,932.6870045933198,3993.816247769263,2027.1823741601384,538.1458769005604,0.00930533332733036,0.15123343883835752,5.587910753507498,1
83.89880815018069,67.93977869461179,2943.899430429406,860.6040491475698,3972.7987282880185,1811.8690840901106,596.9978427540477,0.011354819740599294,0.2055143599258673,4.370001813482615,1
83.49612440408917,69.82466728363274,2775.9128300472853,704.6569067076902,3961.5938204954646,1882.4002558935867,599.4558733042882,0.011043110240623162,0.1290237386356759,8.308332763313716,1
86.18524927699771,74.50569400020284,2864.7198153830072,1045.2113534931746,3868.852204269425,2185.6148947464935,609.3123912717097,0.011374251826839925,0.12590327738095586,7.2896379669408375,1
81.41584563711722,68.62777999721695,2737.931134810362,780.6413556587316,3972.6357706860204,1966.2551677208965,520.3557316273439,0.008569371140704545,0.0915849561449381,10.408222897272074,1
81.89283860559613,69.21760769040893,2723.7690805456737,923.4796837012691,3768.656157872063,2133.165135159678,218.14800143518823,0.014139143774235533,0.11171582318057127,7.896624871983082,1
