maxint,minint,meanint,maxf1,minf1,meanf1,maxf2,minf2,meanf2,maxf0,minf0,meanf0,jitter,shimmer,maxhnr,minhnr,meanhnr,dx
79.79609384,62.47608849,74.29593368,2402.57433,190.4548591,1293.655223,3145.931835,1882.792484,2373.479877,233.366816,226.3214981,230.9254136,0.004560751,0.133107686,33.06765717,-225.8045597,6.440623993,0
79.98963792,67.00076412,75.2997027,2328.946694,139.0168667,1202.549959,3377.550753,1196.50604,2142.043178,599.5842509,183.4175988,225.6716808,0.007216254,0.288463804,35.98400363,-225.0579218,6.513757186,0
73.14999548,63.29648139,70.33087311,2291.139272,47.73861357,896.804554,3007.3745,1699.719383,2329.622152,215.5140189,165.4101183,189.7135819,0.013435762,0.237925548,41.45660109,-200,7.867412362,0
77.89221461,63.47371736,72.98982388,1551.979241,295.2661783,676.7356751,2779.161935,2174.954009,2354.647009,219.2068748,179.8644851,198.8146107,0.010001613,0.217835844,24.73498107,-200.0004733,3.107063259,0
76.61704041,63.54723904,73.4520601,2366.436937,18.88044549,555.7644817,3192.38822,1676.52305,2576.062174,184.5101647,163.9909443,174.268217,0.00471046,0.241292067,33.96756172,-226.0749768,6.719348543,0
82.28140576,63.50513315,75.37817861,2523.715178,205.825867,1367.274033,3449.756703,1701.463579,2432.345054,596.8725328,138.1430743,343.7345075,0.014228912,0.233008143,33.474665,-225.9593628,2.554954812,0
73.5119119,64.43297536,70.2876709,1712.030764,299.0321704,1004.886801,2885.282614,1345.428904,1891.22369,579.7238369,180.6937582,334.0545256,0.010668183,0.231830138,7.118328635,-225.7813883,4.626844133,0
71.19979799,63.81257234,69.19141202,1810.403609,41.55784235,853.081027,2989.693937,1025.409621,1806.009129,197.511581,179.6657442,188.8650501,0.011604288,0.186994991,5.386760464,-225.3337526,3.64829173,0
74.56559557,63.08887286,71.71973521,1588.336426,286.0965595,670.6307392,2817.560703,1404.171239,1723.35544,162.880708,140.1393231,152.586073,0.008472808,0.22012778,10.1768714,-200.0000161,5.28287669,0
76.81487537,63.26918894,72.78077892,1794.997415,193.0491999,998.3228642,3104.107405,850.4942395,1670.863742,177.9878652,130.6878813,158.3161305,0.008840293,0.07300113,9.981708605,-225.1775081,5.222876033,0
78.99838656,70.27724737,75.58599082,2258.436713,58.55787063,895.1437494,3497.12972,902.5998518,1962.721337,592.7826678,142.8750947,215.7972282,0.021024029,0.244402219,8.029751223,-3.015901932,2.675614009,0
72.96693535,65.99713924,70.66626682,430.9945235,296.2879792,363.6680662,2707.580722,2135.424874,2496.900695,231.2221041,177.1522429,211.0130834,0.005891313,0.185403552,10.71187854,1.135686856,6.605772166,0
75.08961671,70.96773616,73.73720901,2018.118085,85.6192592,486.3535219,2959.101695,2417.970143,2549.596977,177.1522429,159.5676008,163.8761329,0.009219524,0.146196803,8.568000184,4.080937281,5.508639556,0
81.82017618,64.19234631,75.01828085,2610.827842,102.0607253,1312.801994,3602.341588,747.4179925,2006.217521,219.0638056,166.0989977,182.6509651,0.009934119,0.143785041,29.19695774,-227.0985801,2.641307807,0
80.72153793,61.68802617,74.35744241,2472.236212,189.3974465,1325.897119,3458.792946,1466.12695,2429.821442,580.48881,214.1704953,323.644114,0.012196254,0.272378817,45.81636575,-225.6435933,5.945127043,0
81.59048416,62.91738769,74.40501328,2651.827639,44.58131968,1268.32458,3539.225836,2004.910636,2670.86975,540.6306834,171.3368359,301.7647524,0.004456955,0.247196364,38.91263138,-226.7430065,4.140634852,0
78.77061841,65.20130657,73.17238418,2366.559432,159.0916097,771.432218,3477.478146,2159.761624,2390.951886,479.2870829,156.2585973,175.7650197,0.006124779,0.3033636,36.74422582,-226.0892959,4.861049267,0
78.72272249,62.75411,73.22040082,2208.055947,149.2318781,1060.273206,3224.751476,814.3412981,2029.843619,598.2630349,212.3754302,343.6287044,0.008400228,0.213654359,7.713650222,-225.7857863,5.241597071,0
77.73831121,63.51080193,73.6311998,2214.76764,44.67270853,1116.562797,2844.289829,1139.667658,1875.222039,591.6630729,156.7481175,274.2541641,0.007205292,0.113376121,32.8443325,-226.5533729,7.88439239,0
69.06796702,64.67398873,66.44907591,2190.866732,97.39237371,1395.548651,2967.432856,1977.11664,2478.789721,585.3309956,478.0287066,543.8790285,0.011614469,0.252892396,36.85955316,-225.9367609,6.629921394,0
72.3049626,61.56532492,69.04410785,2755.835023,50.04850175,1158.057692,3437.457434,1899.901859,2514.637946,147.868567,114.0692132,126.7455097,0.023771306,0.104666493,30.49201456,-226.3329595,3.525092219,0
80.36294973,62.74325035,74.25252249,2307.648751,75.64962886,1273.763952,3337.74273,1743.758332,2533.068516,273.5351489,239.1061482,256.6234542,0.009309277,0.211859199,30.48353616,-225.4223163,1.718539048,0
77.31437703,63.82502065,72.19020334,2258.599161,74.92488417,1033.635972,3700.297217,1897.875437,2616.105522,582.7769278,186.6662289,201.2844175,0.012524167,0.120669082,44.88299305,-227.2171169,6.918771176,0
76.46691272,62.60094144,73.24471005,2212.728378,89.54218191,1107.141079,3219.03126,1822.277008,2222.897926,606.5292528,146.2038625,231.3909909,0.00857671,0.157458052,29.48816561,-226.543607,2.907149974,0
74.8345723,62.48078205,70.78650907,1852.326297,84.83981153,702.4788883,2582.433756,1086.714224,2028.735627,174.2937063,157.9366651,166.1240229,0.007000527,0.205134182,29.70989192,-225.6072397,2.669343188,0
75.96521791,67.11214105,73.77940405,640.5825816,310.5053295,370.6113725,2671.182618,826.1286039,1789.013908,181.5055191,157.5513991,170.8299578,0.00576435,0.221574556,9.738357891,2.49552713,6.449295239,0
73.51609824,63.06656986,70.3431969,1883.767531,64.4555982,450.4928984,3003.893698,537.8158113,1777.691591,197.5375169,180.9175228,189.7923112,0.006836432,0.273741673,6.998616292,-225.3231653,5.758200179,0
76.96973187,62.62468257,73.25981312,1964.781129,169.8338872,583.6254649,2903.567618,520.8306187,1491.204823,525.5409931,190.9542766,257.9562026,0.008649745,0.24432114,31.26439582,-200.0001544,8.162743826,0
72.74937849,68.28837087,71.47836746,2044.077384,55.44373888,724.7509206,2821.794576,1364.940454,1878.971884,503.0272298,231.3459868,268.9588096,0.011282064,0.211126082,12.89657772,3.255045196,7.760079624,0
78.66950257,62.64305099,74.30349107,2168.953982,157.4234322,1097.764632,3216.517779,1749.850037,2231.483209,150.830983,148.8251595,149.4922668,0.004990005,0.121115072,24.7192321,-225.469682,1.483188019,0
76.07347363,63.59120724,71.2414462,2382.166881,0.693716958,1022.015767,3446.275584,1759.595891,2422.549297,526.9538629,140.4880476,217.3043585,0.018726017,0.170265995,34.86863514,-226.2055582,4.735016055,0
72.45896005,46.29397768,67.83035882,2149.118803,107.3815597,875.1614878,2995.181004,1237.101425,2256.584621,588.7665311,159.6963433,206.3095285,0.009998278,0.213855016,26.57006642,-226.0701997,10.43008468,0
72.08296075,47.89206685,68.38095381,1480.038722,646.4117978,904.7004119,2772.201091,1429.711061,2433.44924,138.3737002,115.1220295,120.0685708,0.010336637,0.158093561,17.32108826,-226.1306986,9.404288549,0
70.45952367,43.82546153,66.31856044,1962.966207,292.2443534,965.6198101,3036.025407,536.1784511,1898.316552,131.2381543,80.52950896,95.87752069,0.022133306,0.160427075,33.22893713,-225.9811164,3.336363499,0
77.77289629,43.12883887,73.07742195,2057.936611,483.8276113,1046.958024,3123.838727,1442.374072,2071.083157,175.3568784,135.2914562,151.7083889,0.015933193,0.156336542,9.607578414,-225.4173169,3.694603394,0
78.99820628,63.56241228,75.83494437,1963.488937,245.2505431,823.6394353,2619.665017,1711.708441,1937.195646,224.5403897,192.0917735,212.0936304,0.013947501,0.151969833,6.7941193,-224.7698833,6.054537217,0
71.30632872,65.9214694,69.20432982,509.9631446,316.2728456,416.1746264,1758.163782,1459.863915,1675.555886,192.0917735,159.1256777,175.297018,0.013954994,0.184884798,8.34450286,3.789378053,6.310837458,0
73.91248426,59.76592953,71.20532286,469.4463771,169.6524228,319.923807,2202.113016,1348.566974,1770.349648,159.1256777,126.3511529,143.738209,0.007927238,0.144242867,40.2668669,-225.4736723,12.49511272,0
73.23131804,62.76818181,70.65299292,2282.369518,43.36028239,694.3066958,3278.860333,1952.237942,2346.093543,142.9695554,125.304047,137.4587392,0.007884126,0.170460856,36.43099101,-226.7718966,10.84280101,0
70.82764758,45.20679973,67.15616449,2305.613595,233.3759126,876.0891309,4077.147562,1637.812005,2212.269766,144.9220492,117.6483974,121.9019385,0.010200132,0.105419147,39.34412091,-226.6738435,11.0099361,0
73.89280714,51.18258556,70.09760077,2120.65485,181.3451142,700.1728428,3402.8395,1099.504481,2043.877717,105.8084004,104.2979372,105.2015094,0.002910658,0.165316021,9.932543587,-225.6099617,4.396900968,0
67.38459951,55.20439254,65.76618028,1829.717408,255.5531215,655.7046244,2646.425129,1342.894401,1731.130415,123.0608091,102.2836772,111.2691112,0.019842506,0.053591576,13.57157807,-200,7.980768406,0
66.96709131,49.2041731,63.10923879,1868.781177,62.12405126,921.5224704,2864.781849,1419.579497,1957.152827,110.2696707,98.00742839,100.8795125,0.013353027,0.139674131,42.52514947,-225.8774054,10.7952476,0
64.47510545,61.38139652,63.44930953,700.4342441,57.62168786,353.2432347,2056.936448,1416.510633,1710.642621,104.3115962,97.35152313,100.3712391,0.019855158,0.16417379,33.61004522,-226.9983826,7.316524635,0
70.14101499,51.15295487,66.61014732,2564.733897,519.2480322,1091.481509,3211.133878,633.7497924,2107.964497,142.6537856,79.69942319,97.9586077,0.024777013,0.125328538,25.92483236,-225.8574242,3.661865353,0
74.8208528,49.88712336,67.06685657,1828.774437,244.7232044,1303.474717,2883.436206,1621.380848,2302.467361,175.1275468,161.7248573,167.0853679,0.018448997,0.09345508,29.96107472,-225.5787805,1.624571057,0
66.34676824,55.52784302,63.53734447,1905.802774,74.52478207,860.2536962,2773.967774,1551.277707,2075.479025,150.3278511,135.7139098,143.2875412,0.017117016,0.245240873,34.26495717,-226.0624859,7.881452686,0
