maxint,meanint,maxf1,meanf1,maxf2,meanf2,maxf0,jitter,shimmer,hnr,dx
83.92397947246903,71.58176513296846,2226.932390124277,773.8668829603519,3967.1723324349045,1801.6519252692144,514.7375007965146,0.007614604037793163,0.11760763530119418,10.440155185724441,0
83.2632455406058,73.30193666488127,1746.8667529359693,1007.9201960005595,3096.8302140287014,1960.5727764738772,251.57469558446817,0.0034956254805168,0.06809447011780902,14.291708439661573,0
75.67085374613842,68.6098229612131,1466.2900941417174,864.6570648768195,3159.832954584616,1525.298801800461,159.5798731800877,0.015303119223978564,0.14685073453812394,4.553941427046391,0
83.4391859053564,73.56121302394149,1196.7270687670095,707.4151019411713,3544.6884132440787,1759.7198634616313,513.8249959407597,0.007853250664830858,0.13400338808715664,8.6180428808465,0
79.08288185186748,70.8826594656266,1225.771320722936,823.5339118360981,3437.616075405188,1761.4388009817987,206.2358529697083,0.009297703223369383,0.11468710101175782,8.50810142531768,0
77.44135802105025,70.17962113617195,1570.973155017875,713.1332263499879,3096.4722033994162,1805.0026242869253,268.86783839752803,0.00706348991996984,0.14853815005466517,10.09819326368809,0
78.48298312833181,71.8659185979415,1348.8983731578853,801.4149136031244,3139.1786813226095,1787.4843596635865,185.54426732764904,0.013711093647195909,0.16502350804953766,4.962915375518346,0
78.24090161995616,70.07223105810371,1750.9362650029952,821.9609134159949,3405.6037445168627,2058.9782375374025,207.39259554072044,0.009212819091481802,0.12869376379544234,6.8506857276287745,0
78.31117953782885,71.50966184936165,1735.1482055712484,591.3339490153534,3416.418072455724,1852.367071812045,220.83716484681239,0.009294441769752845,0.10971010915073066,10.324953543292507,0
80.98102147951563,73.77613726327145,1878.5537400522712,677.4206469926397,3276.374448710569,1819.9406695458524,173.65331748677175,0.005757252295217512,0.09636181037310962,12.768475747835671,0
78.51123824997478,72.44342987927512,1216.589189399208,528.7966551849133,3652.4799515434147,1464.5889221228845,240.26255006803993,0.005062585940273367,0.09436518745954607,12.211736879816362,0
73.9982563403678,68.95039418242493,2119.5316387026164,727.7206682856676,3334.3514730242296,1885.4701624189904,187.0591169087575,0.009082131403065529,0.10225621335189863,7.5913195631191925,0
81.57181498447731,72.70139354157934,1400.3359259551644,931.6803817554155,3141.273503077027,1575.290693088777,243.31905515073043,0.0073448748281292235,0.19552448591397248,8.749632056146098,0
72.5575302376352,63.9760713443287,1611.542716130443,863.4370907789109,3441.206330503513,2122.6458808848543,157.08223515151332,0.009588669288103245,0.14598606804086114,7.604037733901355,0
75.78238058080788,69.36897096989131,1524.6719261299584,609.6077653610076,3358.5397137109476,1703.561733581782,242.03483885931584,0.006418178707072848,0.09812488817338323,12.404954673074931,0
73.97067551672171,67.96514366827827,1362.3578612091944,765.5976943829983,2900.279813530402,1574.9834960172736,204.3395669478796,0.007505474344119833,0.14192155217857944,8.73054157407644,0
78.90796845097036,70.81135863216518,1426.5957592329528,789.1487874227101,3444.6359813654394,1812.9943017610758,214.7035022167944,0.005553102073258984,0.1146579865394876,10.574065383433043,0
76.61646033670424,67.86605595160597,1462.9282713602652,844.0980648307358,3364.267895620227,1946.30630305751,212.71853329271184,0.007512467078621783,0.15552561230482542,8.801241860470185,0
80.57345302859412,74.2824120767291,1610.864679841121,879.502919229603,3210.8574791611345,1684.9847949501873,213.58114621672033,0.004453026420858477,0.10415940997900029,11.038649976249394,0
76.3037378208186,68.53242536134599,1384.0535776730308,695.9894090531548,3396.7170394265945,1970.6474484496657,203.35234950717134,0.008456601639182522,0.111503386864292,9.973429399081399,0
76.17951103326354,69.13107952762155,1627.588110795567,723.7422761225533,3295.6589939112046,1739.3933232803345,230.16698767178502,0.00861386036571973,0.1120350658693967,10.291820520388615,0
86.1297071207297,72.52619300940238,2930.52973010279,1246.5131623479483,4107.2367348924245,2422.4374510661687,604.7026412923015,0.009553045151637931,0.20411060870059802,5.20170845546053,0
69.86371235469298,62.544048897843865,2376.199653869381,1723.733952193111,3634.9274905657903,2701.1879683525804,562.2476030313507,0.0002931149000925435,0.3330650886209495,19.199864442271842,0
82.30332242113857,73.33868079513717,2799.1335680104667,1034.4379400987593,3548.5245488168466,2114.418229782082,593.8419708344176,0.007383745838051303,0.22281115324619913,4.77424044592649,0
77.21114961891254,68.14743750972063,2288.926997088226,1429.020396730996,3401.293297653593,2432.8149507802086,599.4016724226245,0.010437115632584672,0.21308073043947418,5.176005991457512,0
81.5103014056524,74.07441402311656,2671.115230570729,1115.776174990499,3493.200233980836,2334.883186761981,587.4782795908421,0.009623559970451038,0.19479377003083528,4.780803750501464,0
81.4268135097561,72.06759572678917,2620.784955187326,1317.971389567325,3582.259736140635,2603.1787068266244,575.0746020568116,0.005876814934401756,0.21932958191380458,5.0318539991658024,0
79.3284475676171,72.01136832389535,2860.99026382527,1072.1374870251748,3728.049329890791,2238.1591155103642,589.5281988320016,0.009515632310411831,0.2453714355892665,7.389189456656488,0
79.07902557701996,69.09358332972204,3277.227233799631,1842.242045058541,3564.549201173724,2762.855953584518,596.8071253677898,0.006841089406456841,0.2059420539420485,4.726182302851917,0
79.60398641524138,71.90060375889884,3237.577774495767,1179.8783454159022,3973.7088567486703,2694.8018268915125,560.2402030582744,0.011442368513939325,0.20331983805015036,5.470091272972665,0
76.20850380385345,71.62143094189797,2617.7444008352622,983.3054656581926,3352.9106998720313,2290.4108321240483,596.9676068329148,0.007072197605345688,0.19122891616798152,4.967238878293814,0
76.4023552198858,70.72524217235663,2658.705081891605,838.6852178883049,3351.595969963213,2011.031783339812,573.4291164784548,0.011339690808788792,0.22326241336735556,6.33919687757055,0
81.5022921911439,72.7279935271134,2829.004421834828,1178.9463615446873,3466.100733795081,2554.0960892786597,602.115566852787,0.00946475254239021,0.27851885147535854,4.664887720083103,0
81.21940151567979,74.79458874992287,2494.9025259260366,1074.4641750957048,3842.469238855536,2216.7813734733404,571.4357427322588,0.01037402977332699,0.15770323066793,4.942528480189534,0
77.14138439499592,67.65065885289363,2885.470033398479,1580.5782911486099,3410.989015413957,2725.8521117338382,--undefined--,--undefined--,--undefined--,6.568596625168473,0
